stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding,transport_type
2127,2127,ТЕАТРАЛЬНАЯ ПЛ.,59.925907,30.296592,0,2,bus
33228,33228,"ПР. ВЕТЕРАНОВ,183",59.839280,30.098230,0,2,bus
19593,19593,"СОПКИ, 1, ПО ТРЕБОВАНИЮ",60.226960,29.460062,0,2,bus
33227,33227,ПР. ВЕТЕРАНОВ,59.840410,30.091720,0,2,bus
2121,2121,"СУПЕРМАРКЕТ ""О' КЕЙ""",59.827234,30.322222,0,2,bus
19592,19592,"СОПКИ, 1, ПО ТРЕБОВАНИЮ",60.227285,29.459655,0,2,bus
33226,33226,УЛ. ГЕНЕРАЛА КРАВЧЕНКО,59.837710,30.103110,0,2,bus
33225,33225,УЛ. ГЕНЕРАЛА КРАВЧЕНКО,59.838320,30.102510,0,2,bus
2123,2123,СЫЗРАНСКАЯ УЛ.,59.876238,30.334329,0,2,bus
33224,33224,"ПР. ВЕТЕРАНОВ,171",59.835441,30.113439,0,2,bus
19594,19594,"771 КМ, ПО ТРЕБОВАНИЮ",60.289737,29.802860,0,2,bus
19638,19638,"ДОРОГА В ЗЕЛЁНЫЙ ХОЛМ, ПО ТРЕБОВАНИЮ",60.330699,29.205853,0,2,bus
2167,2167,УЛ. АСАФЬЕВА,60.047302,30.318494,0,2,bus
2166,2166,УЛ. АНТОНОВА - ОВСЕЕНКО,59.907298,30.465109,0,2,bus
19636,19636,"ДОРОГА В ЗЕЛЁНЫЙ ХОЛМ, ПО ТРЕБОВАНИЮ",60.331586,29.201090,0,2,bus
2165,2165,УЛ. АЛ. МАТРОСОВА,59.980015,30.337180,0,2,bus
2164,2164,ЦЕНТР ИМЕНИ АЛМАЗОВА,60.016085,30.305058,0,2,bus
19637,19637,53 КМ,60.262692,29.833546,0,2,bus
19634,19634,"Ж.-Д. СТ. ""ТАРХОВКА""",60.062464,29.974007,0,2,bus
2162,2162,УЛ. АКАДЕМИКА ПАВЛОВА,59.976290,30.302840,0,2,bus
2161,2161,УЛ. АКАДЕМИКА БАЙКОВА,60.025096,30.383423,0,2,bus
19632,19632,"МАЛАЯ МАЛИНОВКА, ПО ТРЕБОВАНИЮ",60.283515,29.812560,0,2,bus
2160,2160,УЛ. АВРОВА,59.877500,29.922830,0,2,bus
19633,19633,ТАРХОВСКИЙ ВОЕННЫЙ САНАТОРИЙ,60.060068,29.975609,0,2,bus
19646,19646,МАГАЗИННАЯ УЛ.,60.086840,29.966577,0,2,bus
2174,2174,"УЛ. БАБУШКИНА, УГ. УЛ. ЧЕРНОВА",59.861612,30.467606,0,2,bus
19644,19644,ШКОЛА № 434,60.082204,29.968274,0,2,bus
2173,2173,"УЛ. БАБУШКИНА, УГ. УЛ. КРУПСКОЙ",59.889869,30.429821,0,2,bus
19642,19642,"Ж.-Д. СТ. ""РАЗЛИВ""",60.078890,29.968881,0,2,bus
19643,19643,ЗВЕЗДНАЯ УЛ.,59.835382,30.365975,0,2,bus
2170,2170,"УЛ. БАБУШКИНА,133",59.859678,30.473634,0,2,bus
19623,19623,"ПОЛЯНЫ, 72 КМ, ПО ТРЕБОВАНИЮ",60.327041,29.249724,0,2,bus
33253,33253,"УЛ. БУРЦЕВА, 1",59.836025,30.201799,0,2,bus
2150,2150,ТРОИЦКАЯ ПЛОЩАДЬ,59.954625,30.326469,0,2,bus
19622,19622,"ПОЛЯНЫ, 72 КМ, ПО ТРЕБОВАНИЮ",60.327296,29.249848,0,2,bus
2151,2151,ТРОИЦКИЙ ПР.,59.915562,30.307159,0,2,bus
19621,19621,"ПОЛЯНЫ, ЦЕНТР",60.320530,29.257592,0,2,bus
19620,19620,"ПОЛЯНЫ, ЦЕНТР",60.321246,29.256004,0,2,bus
33254,33254,"УЛ. БУРЦЕВА, 11",59.836143,30.207947,0,2,bus
2149,2149,ТОРФЯНАЯ УЛ.,60.078473,30.245696,0,2,bus
19619,19619,"ПОЛЯНЫ, ШКОЛА, ПО ТРЕБОВАНИЮ",60.307748,29.266263,0,2,bus
19618,19618,"ПОЛЯНЫ, ШКОЛА, ПО ТРЕБОВАНИЮ",60.307684,29.267014,0,2,bus
19617,19617,"ОЗЕРО ДЛИННОЕ, ПО ТРЕБОВАНИЮ",60.301548,29.288327,0,2,bus
2144,2144,"ПР. ЭНЕРГЕТИКОВ, 27",59.954737,30.437086,0,2,bus
2145,2145,"ТОРГОВЫЙ ЦЕНТР ""МЕТРО""",59.823180,30.322341,0,2,bus
19616,19616,"ОЗЕРО ДЛИННОЕ, ПО ТРЕБОВАНИЮ",60.301697,29.288740,0,2,bus
19631,19631,"ДОРОГА В СОСНОВЫЙ БОР, ПО ТРЕБОВАНИЮ",60.330444,29.234017,0,2,bus
19630,19630,СПОРТИВНАЯ ШКОЛА ИМ. В. КОРЕНЬКОВА,60.056679,29.977531,0,2,bus
2156,2156,УДЕЛЬНЫЙ ПАРК,60.001539,30.310172,0,2,bus
19629,19629,"МАЛАЯ МАЛИНОВКА, ПО ТРЕБОВАНИЮ",60.282409,29.814084,0,2,bus
19628,19628,"Ж.-Д. СТ. ""АЛЕКСАНДРОВСКАЯ""",60.050866,29.977564,0,2,bus
19627,19627,"ДОРОГА В СОСНОВЫЙ БОР, ПО ТРЕБОВАНИЮ",60.330710,29.232836,0,2,bus
2155,2155,ТУРИСТСКАЯ УЛ. ПО ПРИМОРСКОМУ ПР.,59.984738,30.200061,0,2,bus
19626,19626,РУЧЕЙНАЯ УЛ.,60.044998,29.976634,0,2,bus
2152,2152,ВНУКОВСКАЯ УЛ.,59.803530,30.323474,0,2,bus
19625,19625,"Ж.-Д. СТ. ""ГОРСКАЯ""",60.040752,29.977827,0,2,bus
2153,2153,ТУЛЬСКАЯ УЛ.,59.944141,30.386333,0,2,bus
2443,2443,"ХРУСТАЛЬНАЯ УЛ., 10",59.912014,30.400168,0,2,bus
19786,19786,"46 КМ, ПО ТРЕБОВАНИЮ",60.306919,28.981230,0,2,bus
32776,32776,ДАЛЬНЕВОСТОЧНЫЙ ПР.,59.900454,30.458518,0,2,bus
2442,2442,ХЕРСОНСКАЯ УЛ.,59.926617,30.387492,0,2,bus
19787,19787,"46 КМ, ПО ТРЕБОВАНИЮ",60.306603,28.981026,0,2,bus
2441,2441,ХАСАНСКАЯ УЛ. УГ. ПР. НАСТАВНИКОВ,59.936222,30.487100,0,2,bus
19784,19784,"ПОС. ЛЕВАШОВО, УЛ. ТРУДА",60.100683,30.227026,0,2,bus
2447,2447,ЦВЕТОЧНЫЙ ПИТОМНИК,59.751614,30.316777,0,2,bus
19790,19790,РЯБОВО,60.338905,28.990072,0,2,bus
2446,2446,ЦВЕТОЧНАЯ УЛ.,59.894397,30.330007,0,2,bus
2445,2445,ЦВЕТОВОДЧЕСКИЙ ПИТОМНИК,59.897930,29.835190,0,2,bus
19789,19789,"ЛЕВАШОВСКАЯ ПУСТОШЬ, ПО ТРЕБОВАНИЮ",60.093467,30.192792,0,2,bus
2435,2435,УЧИТЕЛЬСКАЯ УЛ. УГ. СВЕТЛАНОВСКОГО ПР.,60.033719,30.395184,0,2,bus
19779,19779,"52 КМ, ПО ТРЕБОВАНИЮ",60.265200,28.971793,0,2,bus
19777,19777,24-25-Я ЛИНИИ В.О.,59.940138,30.249889,0,2,bus
2432,2432,"А.С. ""УТКИНА ЗАВОДЬ"" - ПОСАДКИ И ВЫСАДКИ НЕТ",59.864969,30.491035,0,2,bus
2439,2439,ХАЛТУРИНЕЦ,59.841208,30.550935,0,2,bus
19782,19782,"52 КМ, ПО ТРЕБОВАНИЮ",60.264918,28.971031,0,2,bus
2438,2438,ФРОНТОВАЯ УЛ.,59.852907,30.035890,0,2,bus
19780,19780,18-19-Я ЛИНИИ В.О.,59.942360,30.258380,0,2,bus
2437,2437,ФЕОДОСИЙСКАЯ УЛ.,59.965123,30.400661,0,2,bus
19781,19781,18-19-Я ЛИНИИ В.О.,59.943212,30.260682,0,2,bus
2436,2436,ФАБРИЧНАЯ УЛ.,59.883155,29.889104,0,2,bus
2458,2458,ШЕПЕТОВСКАЯ УЛ.,59.946083,30.420485,0,2,bus
32793,32793,ВАСНЕЦОВСКИЙ ПР.,60.007234,30.486909,0,2,bus
32792,32792,УЛ. СЕВАСТЬЯНОВА,59.757018,30.608696,0,2,bus
19802,19802,ЛУЖКИ,60.275626,28.991551,0,2,bus
19801,19801,ЛУЖКИ,60.273981,28.991776,0,2,bus
2457,2457,ЧУГУННАЯ УЛ.,59.974963,30.375071,0,2,bus
19800,19800,"ПОС. ЛЕВАШОВО, УЛ. КАРПОВА",60.098243,30.205032,0,2,bus
19807,19807,12-13-Я ЛИНИИ В.О.,59.944733,30.266004,0,2,bus
2462,2462,ШКОЛА,60.035488,30.338305,0,2,bus
2463,2463,УЛ. ЖОРЫ АНТОНЕНКО,59.902490,29.817460,0,2,bus
19806,19806,12-13-Я ЛИНИИ В.О.,59.944835,30.267044,0,2,bus
2461,2461,ШКОЛА № 621,59.811400,30.562270,0,2,bus
19795,19795,"УЛ. ЧКАЛОВА, ПО ТРЕБОВАНИЮ",60.103521,30.220792,0,2,bus
2450,2450,"ЧЕРЕМЫКИНО, ПО ТРЕБОВАНИЮ",59.650680,29.656260,0,2,bus
2451,2451,"ЧЕРНАЯ РЕЧКА, 1",60.172696,30.174064,0,2,bus
19794,19794,КРАСНАЯ ДОЛИНА,60.358935,28.988115,0,2,bus
2448,2448,ЦЕРКОВНАЯ УЛ.,59.728364,30.412197,0,2,bus
2449,2449,ЧЕБЫШЁВСКАЯ УЛ.,59.867190,29.856683,0,2,bus
19792,19792,РЯБОВО,60.338834,28.989863,0,2,bus
2454,2454,ЧИРКОВИЦЫ,59.556862,29.150977,0,2,bus
19798,19798,"ПОС. ЛЕВАШОВО, УЛ. КАРПОВА",60.098653,30.206389,0,2,bus
32791,32791,УЛ. СЕВАСТЬЯНОВА,59.756877,30.609726,0,2,bus
2452,2452,"ЧЕРНАЯ РЕЧКА,2",60.174640,30.165207,0,2,bus
19797,19797,УЛ. КАРЛА МАРКСА,60.101380,30.210425,0,2,bus
2453,2453,"ЧЕРНАЯ РЕЧКА, ЦЕНТР",60.176240,30.157509,0,2,bus
2473,2473,ШОССЕ РЕВОЛЮЦИИ,59.960259,30.436114,0,2,bus
2472,2472,ШКОЛА № 348,59.833682,30.514901,0,2,bus
19818,19818,"МАЛЫЙ ПР. В.О., УГОЛ 8-9-Й ЛИНИИ В.О.",59.946242,30.270767,0,2,bus
2475,2475,ШОССЕ РЕВОЛЮЦИИ,59.967442,30.482999,0,2,bus
2474,2474,"ПР. МЕТАЛЛИСТОВ, УГОЛ ШОССЕ РЕВОЛЮЦИИ",59.959975,30.422611,0,2,bus
19821,19821,"ПОС. НОВОСЕЛКИ, КАРЬЕР",60.097831,30.138975,0,2,bus
2479,2479,"ШОССЕ РЕВОЛЮЦИИ,88",59.962676,30.464025,0,2,bus
19822,19822,69 КМ,60.096823,30.150444,0,2,bus
2478,2478,"ШОССЕ РЕВОЛЮЦИИ,116",59.965397,30.474931,0,2,bus
19808,19808,"УЛ. ЧКАЛОВА, ПО ТРЕБОВАНИЮ",60.103098,30.222772,0,2,bus
2465,2465,ШКОЛЬНАЯ УЛ.,59.726202,30.402674,0,2,bus
2464,2464,"МУЗЕЙ ""ДВОРЦОВАЯ ТЕЛЕГРАФНАЯ СТАНЦИЯ""",59.877361,29.928928,0,2,bus
19809,19809,"ПОС. ЛЕВАШОВО, УЛ. ТРУДА",60.100134,30.226942,0,2,bus
19810,19810,"МАЛЫЙ ПР. В.О., УГОЛ 8-9-Й ЛИНИИ В.О.",59.946388,30.272312,0,2,bus
2467,2467,ШКОЛЬНАЯ УЛ. УГОЛ УЛ. ХАЗОВА,59.737725,30.412083,0,2,bus
2466,2466,ШКОЛЬНАЯ УЛ. ПОЛИКЛИНИКА № 89,59.732680,30.408970,0,2,bus
19811,19811,РЫБАЦКАЯ,60.083960,29.956606,0,2,bus
2469,2469,"ШЛИССЕЛЬБУРГСКИЙ ПР., 47",59.832667,30.517996,0,2,bus
2468,2468,"ШЛИССЕЛЬБУРГСКИЙ ПР.,1",59.841520,30.489200,0,2,bus
19814,19814,"НАБ. МАКАРОВА. СТ. МЕТРО ""СПОРТИВНАЯ""",59.948553,30.280960,0,2,bus
2471,2471,"ШЛИССЕЛЬБУРГСКИЙ ПР., УНИВЕРСАМ",59.839787,30.495404,0,2,bus
2470,2470,"ШЛИССЕЛЬБУРГСКИЙ ПР., УГОЛ ПРИБРЕЖНОЙ УЛ.",59.835559,30.509346,0,2,bus
2488,2488,ЭРЛЕРОВСКИЙ БУЛЬВАР,59.870506,29.919307,0,2,bus
19832,19832,"ВОЛХОНСКОЕ ШОССЕ,4А",59.782730,30.201740,0,2,bus
19835,19835,"ВОЛХОНСКОЕ ШОССЕ,4А",59.783120,30.201650,0,2,bus
2490,2490,"ЭРЛЕРОВСКИЙ БУЛЬВАР, УГ. УЛ. АВРОВА",59.870830,29.917450,0,2,bus
19834,19834,ЛЕНИНГРАДСКАЯ УЛ.,60.123890,30.159792,0,2,bus
2492,2492,ЯКОРНАЯ УЛ.,59.942872,30.435150,0,2,bus
2493,2493,ЯКОРНАЯ УЛ. УГ. ПР. МЕТАЛЛИСТОВ,59.943701,30.420018,0,2,bus
19836,19836,69 КМ,60.096902,30.150866,0,2,bus
2494,2494,ЯХТЕННАЯ УЛ.,60.008805,30.225402,0,2,bus
2495,2495,"Ж.-Д. ПЛАТФОРМА ""ЯХТЕННАЯ""",59.991491,30.216656,0,2,bus
2480,2480,"ШОССЕ РЕВОЛЮЦИИ,УГ. ИНДУСТРИАЛЬНОГО ПР.",59.961666,30.460475,0,2,bus
2481,2481,ШПАЛЕРНАЯ УЛ. УГ. ПОТЁМКИНСКОЙ УЛ.,59.948725,30.369174,0,2,bus
19824,19824,СЕРТОЛОВСКИЙ РУЧЕЙ,60.129905,30.172883,0,2,bus
2482,2482,"ШУВАЛОВКА,УЛ. МАКАРОВА",59.868210,29.976310,0,2,bus
2483,2483,"ШУВАЛОВСКИЙ ПАРК, ПО ТРЕБОВАНИЮ",60.068041,30.296058,0,2,bus
2484,2484,"ВЫБОРГСКОЕ ШОССЕ, 17",60.054096,30.309431,0,2,bus
2485,2485,"ШУНДОРОВО, ПО ТРЕБОВАНИЮ",59.637417,29.602883,0,2,bus
2511,2511,"СЕРТОЛОВО, УЛ. МОЛОДЦОВА",60.139295,30.210586,0,2,bus
19727,19727,"4 КМ, СТОЛОВАЯ",60.093914,30.180162,0,2,bus
2509,2509,25 КМ,60.122853,30.230958,0,2,bus
19724,19724,"ПОС. НОВОСЕЛКИ, 5 КМ",60.093897,30.171268,0,2,bus
2508,2508,22-23-Я ЛИНИИ В.О.,59.937122,30.257604,0,2,bus
19725,19725,"ПОС. НОВОСЕЛКИ, 5 КМ",60.094074,30.170823,0,2,bus
2507,2507,21 КМ,59.883894,30.680889,0,2,bus
19722,19722,ДОР. НА СТ. ГОРСКАЯ,60.094714,30.158615,0,2,bus
2506,2506,"ШУШАРСКАЯ ДОРОГА, ПО ТРЕБОВАНИЮ",59.769543,30.345581,0,2,bus
2502,2502,1-Й МУРИНСКИЙ ПР.,59.988030,30.333558,0,2,bus
2501,2501,МУЗЕЙ ГОРОДСКОГО НАЗЕМНОГО ТРАНСПОРТА,59.938693,30.263081,0,2,bus
19716,19716,"МОСКОВСКОЕ ШОССЕ, Д.2",59.841462,30.324240,0,2,bus
2500,2500,14 И 15 ЛИНИИ ПО НАБ. Л. ШМИДТА,59.933278,30.275750,0,2,bus
19714,19714,РЕКА ЮЛЯ-ЙОКИ,60.267641,29.785008,0,2,bus
2498,2498,10 КМ,59.774014,30.126242,0,2,bus
2497,2497,10 И 11 ЛИНИИ ПО НАБ. Л. ШМИДТА,59.934947,30.280089,0,2,bus
19712,19712,РЕКА ЮЛЯ-ЙОКИ,60.267864,29.784343,0,2,bus
2496,2496,"1-Я И КАДЕТСКАЯ ЛИНИИ В.О., УГОЛ БОЛЬШОГО ПР. В.О. ",59.940931,30.291578,0,2,bus
19713,19713,ДОМ-МУЗЕЙ В.И. ЛЕНИНА,60.269280,29.760118,0,2,bus
2526,2526,5 КМ,59.747535,30.513818,0,2,bus
19743,19743,"ДОРОГА К П/Л ""ЗЕРКАЛЬНЫЙ""",60.165902,29.162166,0,2,bus
2527,2527,50 КМ,59.891611,31.160435,0,2,bus
19742,19742,"ДОРОГА К П/Л ""ЗЕРКАЛЬНЫЙ""",60.166019,29.161326,0,2,bus
2524,2524,44 КМ,59.908676,31.044430,0,2,bus
2525,2525,УЛ. МЕРКУРЬЕВА,60.070928,30.348703,0,2,bus
19740,19740,"31 КМ, ПО ТРЕБОВАНИЮ",60.169695,29.191032,0,2,bus
2522,2522,"3-Й ВЕРХНИЙ ПЕР., УГ. ДОМОСТРОИТЕЛЬНОЙ УЛ.",60.061722,30.364817,0,2,bus
19737,19737,ЖИЛГОРОДОК,60.238515,29.758156,0,2,bus
2520,2520,"39 КМ,1",60.196106,30.049761,0,2,bus
2521,2521,"39 КМ,2",60.196840,30.037980,0,2,bus
2518,2518,31 КМ,60.170717,30.179895,0,2,bus
2519,2519,36 КМ,60.188970,30.098966,0,2,bus
2516,2516,ПОЛОЦКАЯ УЛ.,59.734243,30.471718,0,2,bus
19733,19733,"25 КМ, ПО ТРЕБОВАНИЮ",60.171856,29.283713,0,2,bus
2517,2517,"СЕРТОЛОВО, УЛ. МИРА",60.164553,30.183111,0,2,bus
19732,19732,"24 КМ, ПО ТРЕБОВАНИЮ",60.171627,29.311870,0,2,bus
2514,2514,28-29-Я ЛИНИИ В.О.,59.934789,30.250447,0,2,bus
19731,19731,"24 КМ, ПО ТРЕБОВАНИЮ",60.171773,29.309969,0,2,bus
2515,2515,29 КМ,60.154705,30.191354,0,2,bus
19730,19730,"22 КМ, ПО ТРЕБОВАНИЮ",60.170728,29.351602,0,2,bus
2512,2512,26-27 ЛИНИИ,59.931239,30.255788,0,2,bus
19729,19729,"22 КМ, ПО ТРЕБОВАНИЮ",60.170883,29.350819,0,2,bus
19756,19756,"41 КМ, ПО ТРЕБОВАНИЮ",60.184896,29.029392,0,2,bus
2540,2540,"СОВЕТСКИЙ ПР., 43",59.829840,30.538800,0,2,bus
19757,19757,"42 КМ, ПО ТРЕБОВАНИЮ",60.191714,29.011992,0,2,bus
2543,2543,8-Я СОВЕТСКАЯ УЛ. УГ. НОВГОРОДСКОЙ УЛ.,59.933294,30.383907,0,2,bus
19758,19758,"42 КМ, ПО ТРЕБОВАНИЮ",60.191447,29.012419,0,2,bus
2542,2542,"8-Й ВЕРХНИЙ ПЕРЕУЛОК, УГ. ПР. ЭНГЕЛЬСА",60.081848,30.357898,0,2,bus
19759,19759,44 КМ,60.199117,29.007247,0,2,bus
19752,19752,"40 КМ, ПО ТРЕБОВАНИЮ",60.185770,29.065103,0,2,bus
2537,2537,САД ВАЛЕНТИНА ПИКУЛЯ,59.912447,30.307162,0,2,bus
19753,19753,"ПОС. ЧЕРНАЯ РЕЧКА, 33 КМ",60.178029,30.147340,0,2,bus
2536,2536,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД, УГ. УЛ. КОСТЮШКО",59.840972,30.311065,0,2,bus
2539,2539,6-Й ВЕРХНИЙ ПЕРЕУЛОК,60.073607,30.375931,0,2,bus
19754,19754,"40 КМ, ПО ТРЕБОВАНИЮ",60.185548,29.065696,0,2,bus
2538,2538,"КОЛПИНСКОЕ ШОССЕ, УГОЛ СОФИЙСКОЙ УЛ., ПО ТРЕБОВАНИЮ",59.748801,30.540251,0,2,bus
19755,19755,"41 КМ, ПО ТРЕБОВАНИЮ",60.185183,29.028891,0,2,bus
2533,2533,56 КМ,59.891378,31.261230,0,2,bus
19748,19748,"37 КМ, ПО ТРЕБОВАНИЮ",60.176546,29.094398,0,2,bus
2532,2532,55 КМ,59.890550,31.246792,0,2,bus
19749,19749,"37 КМ, ПО ТРЕБОВАНИЮ",60.176288,29.094852,0,2,bus
19750,19750,"38 КМ, ПО ТРЕБОВАНИЮ",60.182374,29.076259,0,2,bus
2535,2535,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,4",59.837725,30.311039,0,2,bus
2534,2534,5-Й ВЕРХНИЙ ПЕРЕУЛОК,60.069417,30.371556,0,2,bus
19751,19751,"38 КМ, ПО ТРЕБОВАНИЮ",60.182018,29.076361,0,2,bus
2529,2529,52 КМ,59.888297,31.191613,0,2,bus
19744,19744,"35 КМ, ПО ТРЕБОВАНИЮ",60.168834,29.133732,0,2,bus
2528,2528,51 КМ,59.890117,31.179960,0,2,bus
19745,19745,"35 КМ, ПО ТРЕБОВАНИЮ",60.168671,29.134338,0,2,bus
19746,19746,"36 КМ, ПО ТРЕБОВАНИЮ",60.171111,29.109715,0,2,bus
19747,19747,"36 КМ, ПО ТРЕБОВАНИЮ",60.170544,29.113551,0,2,bus
2556,2556,АЛЕКСАНДРИЯ,59.874481,29.946677,0,2,bus
19773,19773,"АВИАЦИОННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.193515,29.670880,0,2,bus
19772,19772,УЛ. БЕРИНГА,59.938622,30.244074,0,2,bus
2557,2557,АЛЛЕЯ ГОМОНТОВО,59.576129,29.285860,0,2,bus
19775,19775,"51 КМ, ПО ТРЕБОВАНИЮ",60.257265,28.973864,0,2,bus
2559,2559,АННИНСКОЕ ШОССЕ,59.781597,30.135266,0,2,bus
19774,19774,"51 КМ, ПО ТРЕБОВАНИЮ",60.257350,28.974239,0,2,bus
32891,32891,"УЛ. ЛЕНСОВЕТА, 17",59.850646,30.329784,0,2,bus
19769,19769,"АВИАЦИОННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.193721,29.669694,0,2,bus
2552,2552,АВТОВСКАЯ УЛ.,59.870012,30.270008,0,2,bus
2553,2553,ЗАМШИНА УЛ.,59.967599,30.394185,0,2,bus
19768,19768,"БАЗА ОТДЫХА ""ДУБКИ""",60.241859,29.000190,0,2,bus
2554,2554,АГРОФИЗИЧЕСКИЙ ИНСТИТУТ,59.999159,30.383625,0,2,bus
19770,19770,УЛ. ШЕВЧЕНКО,59.938274,30.242869,0,2,bus
2555,2555,АЛАРЧИН МОСТ,59.920451,30.286284,0,2,bus
19765,19765,"48 КМ, ПО ТРЕБОВАНИЮ",60.233828,29.000899,0,2,bus
2549,2549,АВИАЦИОННАЯ УЛ.,59.854560,30.320901,0,2,bus
2550,2550,АВИАЦИОННАЯ УЛ.,59.752798,30.105562,0,2,bus
19767,19767,"БАЗА ОТДЫХА ""ДУБКИ""",60.242083,29.000555,0,2,bus
19766,19766,"48 КМ, ПО ТРЕБОВАНИЮ",60.233594,29.000319,0,2,bus
2551,2551,АВТОБУСНЫЙ ПАРК № 7,59.832986,30.311311,0,2,bus
19761,19761,"45 КМ, ПО ТРЕБОВАНИЮ",60.210121,29.006357,0,2,bus
2545,2545,"СТ. МЕТРО ""СТАРАЯ ДЕРЕВНЯ""",59.990174,30.256081,0,2,bus
19760,19760,44 КМ,60.198714,29.007030,0,2,bus
2546,2546,"БЕЛООСТРОВСКАЯ УЛ., Д. 10, ПО ТРЕБОВАНИЮ",59.985892,30.324636,0,2,bus
2547,2547,АВАНГАРДНАЯ УЛ.,59.833086,30.181836,0,2,bus
19762,19762,"45 КМ, ПО ТРЕБОВАНИЮ",60.208649,29.006062,0,2,bus
2306,2306,"УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО, 40 ",59.829835,30.146370,0,2,bus
19907,19907,ДОРОГА К ФТИ ИМ. ИОФФЕ,60.048230,30.279762,0,2,bus
2307,2307,УЛ. ПОДВОДНИКА КУЗЬМИНА,59.848361,30.256444,0,2,bus
19906,19906,"ЗАПОВЕДНАЯ УЛ., УГ. НОВООРЛОВСКОЙ УЛ.",60.050425,30.293496,0,2,bus
2304,2304,"УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО,11",59.841184,30.147095,0,2,bus
19905,19905,"ЗАПОВЕДНАЯ УЛ., УГ. НОВООРЛОВСКОЙ УЛ.",60.050662,30.293064,0,2,bus
2305,2305,"УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО,21",59.839091,30.146947,0,2,bus
19904,19904,Ж.-Д. СТ. ШУВАЛОВО,60.045474,30.296006,0,2,bus
2310,2310,УЛ. ПОМЯЛОВСКОГО,59.935675,30.407482,0,2,bus
19911,19911,ФТИ ИМ. ИОФФЕ,60.045700,30.254374,0,2,bus
2311,2311,УЛ. ПРОФЕССОРА КАЧАЛОВА,59.915916,30.398917,0,2,bus
19910,19910,РЕКА КАМЕНКА,60.046733,30.270369,0,2,bus
19909,19909,РЕКА КАМЕНКА,60.046752,30.269929,0,2,bus
2309,2309,УЛ. ПОДВОЙСКОГО,59.910213,30.462659,0,2,bus
19908,19908,ДОРОГА К ФТИ ИМ. ИОФФЕ,60.048186,30.280638,0,2,bus
19915,19915,УЛ. ДЕМЬЯНА БЕДНОГО,59.861276,29.955468,0,2,bus
19914,19914,УЛ. ДЕМЬЯНА БЕДНОГО,59.861125,29.954964,0,2,bus
2315,2315,РЕСПУБЛИКАНСКАЯ УЛ.,59.933109,30.407538,0,2,bus
19913,19913,ШКОЛА-ИНТЕРНАТ,59.867513,29.959255,0,2,bus
2312,2312,УЛ. ПРОФЕССОРА ПОПОВА,59.971809,30.306293,0,2,bus
19912,19912,ШКОЛА-ИНТЕРНАТ,59.867556,29.958901,0,2,bus
2313,2313,РАШЕТОВА УЛ.,60.021038,30.320778,0,2,bus
19919,19919,"ПТИЦЕФАБРИКА ""КРАСНЫЕ ЗОРИ""",59.853297,29.950565,0,2,bus
2318,2318,УЛ. РОЗЕНШТЕЙНА,59.908572,30.292890,0,2,bus
19918,19918,"ПТИЦЕФАБРИКА ""КРАСНЫЕ ЗОРИ""",59.852559,29.949782,0,2,bus
2319,2319,УЛ. РУДНЕВА ПО ПР. ЛУНАЧАРСКОГО,60.037924,30.358204,0,2,bus
19917,19917,ПОСЕЛОК ПТИЦЕФАБРИКИ,59.855199,29.951745,0,2,bus
19916,19916,ПОСЕЛОК ПТИЦЕФАБРИКИ,59.856072,29.951917,0,2,bus
2317,2317,"УЛ. РИХАРДА ЗОРГЕ, УГОЛ УЛ. ДОБЛЕСТИ ",59.851039,30.176042,0,2,bus
32912,32912,"СТ. МЕТРО ""ЛОМОНОСОВСКАЯ"" - ПОСАДКИ НЕТ",59.877778,30.438992,0,2,bus
2323,2323,ГОРОХОВ ПЕР.,59.984424,30.249187,0,2,bus
19922,19922,"МАРЬИНО, 1, ПО ТРЕБОВАНИЮ",59.837177,29.940448,0,2,bus
19923,19923,"МАРЬИНО, 1, ПО ТРЕБОВАНИЮ",59.837172,29.940770,0,2,bus
32913,32913,СТАХАНОВСКАЯ УЛ.,59.745407,30.582998,0,2,bus
2321,2321,УЛ. РУСТАВЕЛИ УГ. ПР. НАУКИ,60.002095,30.436316,0,2,bus
2320,2320,УЛ. РУДНЕВА ПО ПРИДОРОЖНОЙ АЛЛЕЕ,60.053074,30.372270,0,2,bus
2327,2327,"СТ. МЕТРО ""БУХАРЕСТСКАЯ""",59.884559,30.366860,0,2,bus
19926,19926,ДЕР. ОЛЬГИНО,59.837236,29.922498,0,2,bus
19927,19927,"РАЗВОДНАЯ УЛ., УГ. С.-ПЕТЕРБУРГСКОГО ПР.",59.880600,29.903130,0,2,bus
19924,19924,"МАРЬИНО, 2",59.834490,29.938840,0,2,bus
2324,2324,"УЛ. САВУШКИНА,115",59.984993,30.233813,0,2,bus
19925,19925,"МАРЬИНО, 2",59.834805,29.939461,0,2,bus
19930,19930,"ОЗЕРКОВАЯ УЛ., 51",59.872638,29.891191,0,2,bus
